#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Spo02891	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02893	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02894	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02895	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo02896	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02897	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02898	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02899	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Spo02900	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02901	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo02902	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo02903	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02904	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo02905	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo02906	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Spo02907	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo02908	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo02909	plastid	plastid	non-organellar	plastid	non-organellar
Spo02912	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02913	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Spo02914	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Spo02915	dual	dual	mitochondrial	mitochondrial	dual
Spo02917	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02918	plastid	plastid	plastid	plastid	plastid
Spo02919	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02920	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02921	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02922	dual	dual	mitochondrial	dual	mitochondrial
Spo02923	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02924	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02925	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02926	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02927	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02928	plastid	plastid	plastid	plastid	non-organellar
Spo02929	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo02930	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02931	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02932	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo02933	dual	dual	mitochondrial	plastid	non-organellar
Spo02934	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02935	dual	dual	mitochondrial	dual	non-organellar
Spo02936	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02937	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo02938	dual	dual	non-organellar	non-organellar	non-organellar
Spo02939	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo02940	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02941	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo02942	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02944	dual	non-organellar	mitochondrial	plastid	non-organellar
Spo02945	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02946	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02947	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02948	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02949	plastid	non-organellar	plastid	plastid	non-organellar
Spo02950	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo02951	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02952	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02953	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02954	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02955	plastid	plastid	plastid	plastid	N/A
Spo02956	dual	dual	plastid	plastid	plastid
Spo02957	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02958	dual	mitochondrial	mitochondrial	plastid	non-organellar
Spo02959	plastid	non-organellar	non-organellar	plastid	non-organellar
Spo02960	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02961	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo02962	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02963	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02964	plastid	plastid	plastid	plastid	non-organellar
Spo02965	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02966	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo02967	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo02968	plastid	plastid	plastid	plastid	non-organellar
Spo02969	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo02970	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Spo02971	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02972	dual	dual	plastid	non-organellar	non-organellar
Spo02975	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02976	plastid	non-organellar	plastid	non-organellar	N/A
Spo02977	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02978	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02979	dual	dual	plastid	plastid	plastid
Spo02980	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo02981	plastid	plastid	plastid	plastid	non-organellar
Spo02982	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02983	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo02984	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02986	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo02988	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02989	plastid	non-organellar	non-organellar	plastid	non-organellar
Spo02990	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo02991	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02992	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02993	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02994	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02995	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02996	dual	non-organellar	non-organellar	dual	non-organellar
Spo02997	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02998	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo02999	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03000	dual	mitochondrial	plastid	non-organellar	non-organellar
Spo03001	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Spo03002	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03003	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03004	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03005	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03006	dual	dual	plastid	dual	mitochondrial
Spo03007	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03008	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03009	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03011	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03012	dual	dual	mitochondrial	dual	non-organellar
Spo03013	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03014	plastid	plastid	plastid	plastid	non-organellar
Spo03015	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03017	dual	plastid	mitochondrial	non-organellar	non-organellar
Spo03018	dual	dual	mitochondrial	mitochondrial	mitochondrial
Spo03019	dual	dual	mitochondrial	dual	non-organellar
Spo03020	dual	mitochondrial	plastid	non-organellar	non-organellar
Spo03021	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03022	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03023	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03024	dual	plastid	plastid	plastid	dual
Spo03025	dual	plastid	plastid	plastid	dual
Spo03026	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03027	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03028	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo03029	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03030	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03031	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03032	dual	dual	mitochondrial	plastid	non-organellar
Spo03037	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo03038	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03039	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03040	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03041	dual	dual	non-organellar	non-organellar	non-organellar
Spo03042	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo03043	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03044	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03045	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03046	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03047	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03048	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
Spo03049	dual	dual	mitochondrial	dual	mitochondrial
Spo03050	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03051	dual	dual	non-organellar	plastid	non-organellar
Spo03052	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03053	mitochondrial	mitochondrial	non-organellar	non-organellar	mitochondrial
Spo03054	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03056	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo03057	plastid	plastid	plastid	plastid	plastid
Spo03058	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Spo03059	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03060	dual	dual	mitochondrial	plastid	plastid
Spo03061	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Spo03062	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03063	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03064	dual	dual	plastid	plastid	non-organellar
Spo03065	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03066	plastid	plastid	plastid	plastid	plastid
Spo03067	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Spo03068	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03069	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03070	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03071	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03072	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03073	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo03074	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03075	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03076	dual	dual	mitochondrial	dual	non-organellar
Spo03077	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03078	plastid	plastid	non-organellar	plastid	non-organellar
Spo03079	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03080	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03082	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03083	plastid	plastid	plastid	plastid	plastid
Spo03084	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03085	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03086	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03087	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo03088	dual	plastid	mitochondrial	plastid	non-organellar
Spo03089	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03090	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03091	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03092	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03093	dual	non-organellar	plastid	mitochondrial	non-organellar
Spo03094	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03095	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03096	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03097	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03098	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03099	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03101	dual	dual	plastid	non-organellar	non-organellar
Spo03102	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03103	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03104	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03105	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03106	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03107	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03108	dual	dual	mitochondrial	plastid	plastid
Spo03109	dual	dual	mitochondrial	plastid	non-organellar
Spo03110	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03111	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03112	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03113	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03114	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03115	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03116	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03117	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03118	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo03119	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03120	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03121	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03122	dual	plastid	mitochondrial	non-organellar	non-organellar
Spo03123	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo03124	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03127	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03128	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03129	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03130	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo03131	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03132	dual	dual	mitochondrial	mitochondrial	non-organellar
Spo03133	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03134	dual	mitochondrial	plastid	non-organellar	non-organellar
Spo03135	dual	plastid	mitochondrial	plastid	plastid
Spo03136	dual	dual	mitochondrial	mitochondrial	mitochondrial
Spo03137	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03138	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo03139	mitochondrial	non-organellar	mitochondrial	mitochondrial	mitochondrial
Spo03140	dual	dual	non-organellar	plastid	non-organellar
Spo03141	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Spo03142	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Spo03143	plastid	plastid	plastid	non-organellar	non-organellar
Spo03144	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03145	plastid	non-organellar	plastid	plastid	non-organellar
Spo03146	dual	non-organellar	plastid	non-organellar	mitochondrial
Spo03147	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03149	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03150	dual	dual	mitochondrial	non-organellar	non-organellar
Spo03151	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03152	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03153	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03154	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03155	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03156	mitochondrial	non-organellar	mitochondrial	non-organellar	mitochondrial
Spo03157	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03159	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03160	dual	plastid	mitochondrial	plastid	non-organellar
Spo03161	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03162	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03163	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03164	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Spo03165	plastid	non-organellar	plastid	plastid	non-organellar
Spo03166	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Spo03167	dual	dual	mitochondrial	mitochondrial	non-organellar
Spo03168	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03169	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03170	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03172	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo03173	plastid	plastid	plastid	plastid	non-organellar
Spo03174	mitochondrial	mitochondrial	non-organellar	non-organellar	mitochondrial
Spo03175	dual	dual	plastid	plastid	non-organellar
Spo03176	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03177	plastid	plastid	plastid	non-organellar	non-organellar
Spo03178	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03180	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03181	plastid	plastid	plastid	plastid	plastid
Spo03182	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03183	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03184	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03185	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo03186	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03187	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03188	dual	dual	plastid	plastid	plastid
Spo03189	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03190	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03191	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo03192	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03193	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03194	dual	dual	non-organellar	plastid	mitochondrial
Spo03195	dual	dual	plastid	plastid	plastid
Spo03196	plastid	non-organellar	plastid	non-organellar	plastid
Spo03197	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03198	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03199	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03200	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03201	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03202	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03203	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03204	dual	dual	plastid	plastid	non-organellar
Spo03205	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03206	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03207	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03208	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03209	dual	dual	plastid	plastid	plastid
Spo03210	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03211	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo03212	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03213	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03214	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo03215	mitochondrial	non-organellar	non-organellar	non-organellar	mitochondrial
Spo03216	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03217	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03218	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03219	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03220	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03221	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03222	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03223	plastid	non-organellar	plastid	plastid	non-organellar
Spo03224	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03225	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03227	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03228	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03229	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03230	plastid	plastid	plastid	non-organellar	non-organellar
Spo03231	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03232	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03233	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03234	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03235	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03236	plastid	plastid	plastid	non-organellar	non-organellar
Spo03237	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03238	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03239	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03241	dual	plastid	mitochondrial	non-organellar	non-organellar
Spo03242	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03243	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03244	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03245	plastid	non-organellar	plastid	non-organellar	plastid
Spo03246	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo03247	plastid	non-organellar	plastid	non-organellar	N/A
Spo03248	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03249	plastid	plastid	plastid	plastid	non-organellar
Spo03250	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03251	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03252	plastid	plastid	plastid	non-organellar	non-organellar
Spo03253	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo03254	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo03255	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03256	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03257	plastid	plastid	plastid	plastid	plastid
Spo03258	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03259	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03262	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03263	dual	mitochondrial	plastid	non-organellar	non-organellar
Spo03264	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo03265	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo03266	dual	mitochondrial	plastid	non-organellar	non-organellar
Spo03272	dual	dual	non-organellar	plastid	non-organellar
Spo03273	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03274	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03275	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03276	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo03277	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03278	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03279	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03280	dual	dual	mitochondrial	plastid	non-organellar
Spo03281	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03282	plastid	non-organellar	plastid	non-organellar	N/A
Spo03283	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03284	dual	dual	plastid	plastid	non-organellar
Spo03285	dual	dual	mitochondrial	dual	mitochondrial
Spo03286	plastid	plastid	plastid	non-organellar	non-organellar
Spo03287	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03288	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03289	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03290	dual	mitochondrial	plastid	mitochondrial	mitochondrial
Spo03291	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03292	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03293	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03294	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03295	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03296	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03297	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03298	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03299	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo03300	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03301	dual	dual	plastid	plastid	plastid
Spo03302	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03303	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03304	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03305	dual	dual	mitochondrial	dual	mitochondrial
Spo03306	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo03308	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03309	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03310	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03311	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03312	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo03313	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03314	plastid	non-organellar	non-organellar	plastid	non-organellar
Spo03315	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03316	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03317	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Spo03318	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03319	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03320	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03322	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03323	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03324	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03325	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03326	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03329	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo03330	dual	dual	mitochondrial	non-organellar	non-organellar
