#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Cquinoa_AUR62044483	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62044481	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62044484	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62044482	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028250	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028249	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028252	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028251	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028253	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62028254	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62028255	dual	plastid	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028256	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028257	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62028261	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62028262	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028263	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cquinoa_AUR62028258	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028259	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028260	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028265	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028266	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028264	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cquinoa_AUR62028267	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028268	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028269	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62028273	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cquinoa_AUR62028274	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028271	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62028272	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62028270	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028275	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028276	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028279	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028277	dual	dual	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028278	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028281	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028282	plastid	non-organellar	non-organellar	plastid	plastid
Cquinoa_AUR62028283	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028286	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028284	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028285	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028292	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cquinoa_AUR62028289	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028291	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028290	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028287	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028288	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028294	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028293	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028295	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028296	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028304	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028301	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028303	dual	dual	plastid	plastid	plastid
Cquinoa_AUR62028305	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028300	plastid	plastid	plastid	plastid	plastid
Cquinoa_AUR62028297	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028302	dual	dual	mitochondrial	mitochondrial	mitochondrial
Cquinoa_AUR62028298	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62028299	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cquinoa_AUR62028309	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028308	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028307	dual	dual	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028306	dual	plastid	plastid	plastid	dual
Cquinoa_AUR62028313	dual	dual	mitochondrial	mitochondrial	N/A
Cquinoa_AUR62028311	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028316	dual	dual	mitochondrial	mitochondrial	non-organellar
Cquinoa_AUR62028314	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028312	dual	dual	mitochondrial	mitochondrial	non-organellar
Cquinoa_AUR62028310	dual	dual	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028315	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028320	plastid	non-organellar	non-organellar	plastid	non-organellar
Cquinoa_AUR62028317	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028318	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028319	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028324	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62028321	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028327	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028326	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028322	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028323	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028325	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028328	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028335	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62028336	dual	dual	non-organellar	mitochondrial	non-organellar
Cquinoa_AUR62028330	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028329	plastid	plastid	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028334	dual	dual	mitochondrial	plastid	non-organellar
Cquinoa_AUR62028331	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028333	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028332	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028339	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028338	plastid	plastid	non-organellar	plastid	non-organellar
Cquinoa_AUR62028337	dual	dual	non-organellar	dual	non-organellar
Cquinoa_AUR62028345	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028341	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028348	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028342	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028344	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028343	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028349	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028350	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028346	plastid	plastid	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028347	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62028355	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028351	dual	dual	plastid	plastid	plastid
Cquinoa_AUR62028352	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028353	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028356	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62028354	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028362	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62028359	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028361	plastid	plastid	plastid	plastid	plastid
Cquinoa_AUR62028357	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028358	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028360	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cquinoa_AUR62028363	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028365	plastid	plastid	non-organellar	plastid	plastid
Cquinoa_AUR62028364	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028366	plastid	non-organellar	non-organellar	plastid	non-organellar
Cquinoa_AUR62028367	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028369	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028368	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62028371	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028370	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62028372	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028373	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62028377	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62028374	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028375	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028378	dual	plastid	plastid	dual	dual
Cquinoa_AUR62028380	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028376	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028379	dual	dual	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028386	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028381	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028384	dual	dual	mitochondrial	plastid	plastid
Cquinoa_AUR62028385	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028382	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028383	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028388	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028390	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62028389	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62028391	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028387	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028395	dual	dual	mitochondrial	dual	mitochondrial
Cquinoa_AUR62028392	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028394	dual	dual	mitochondrial	mitochondrial	mitochondrial
Cquinoa_AUR62028396	dual	plastid	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028393	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028399	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028397	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62028398	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028401	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028404	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028403	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028402	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028405	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028406	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028400	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cquinoa_AUR62028408	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62028410	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62028409	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cquinoa_AUR62028407	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62028411	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62044020	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62044017	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62044016	dual	dual	plastid	mitochondrial	non-organellar
Cquinoa_AUR62044018	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62044019	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62043428	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043429	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043430	plastid	plastid	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043431	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62043432	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043433	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043435	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043434	plastid	plastid	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043437	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043436	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043438	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043440	dual	plastid	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62043439	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62043441	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029961	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029962	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62029965	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029963	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029964	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029969	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029966	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62029967	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029968	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029973	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029972	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029974	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029971	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029975	dual	non-organellar	mitochondrial	plastid	non-organellar
Cquinoa_AUR62029977	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029978	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62029976	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029980	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029979	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029981	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029982	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029984	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029986	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029983	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029985	plastid	plastid	plastid	plastid	plastid
Cquinoa_AUR62029987	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029993	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029994	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029992	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62029991	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029988	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029990	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62029995	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029996	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030002	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030001	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029997	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62030000	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cquinoa_AUR62029998	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62029999	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030003	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030007	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030004	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030006	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62030005	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030008	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030010	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030009	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62030011	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cquinoa_AUR62030012	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030014	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030013	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030016	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030017	dual	dual	mitochondrial	plastid	plastid
Cquinoa_AUR62030015	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030018	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030019	dual	non-organellar	mitochondrial	plastid	non-organellar
Cquinoa_AUR62030020	mitochondrial	mitochondrial	non-organellar	non-organellar	mitochondrial
Cquinoa_AUR62030021	dual	plastid	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030022	plastid	non-organellar	plastid	plastid	non-organellar
Cquinoa_AUR62030026	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030027	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030023	dual	dual	mitochondrial	plastid	non-organellar
Cquinoa_AUR62030025	plastid	plastid	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030024	dual	dual	plastid	plastid	plastid
Cquinoa_AUR62030033	plastid	plastid	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030034	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030031	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030032	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030030	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030029	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030028	mitochondrial	non-organellar	non-organellar	non-organellar	mitochondrial
Cquinoa_AUR62030038	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030037	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030039	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030035	plastid	plastid	plastid	plastid	plastid
Cquinoa_AUR62030040	plastid	plastid	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030036	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030041	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030042	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030043	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62030044	dual	dual	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030045	plastid	plastid	plastid	non-organellar	non-organellar
Cquinoa_AUR62030046	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030047	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030049	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030048	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030051	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030050	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030053	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Cquinoa_AUR62030052	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030055	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030054	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030056	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030057	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030058	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030059	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030060	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030065	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030064	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62030063	plastid	non-organellar	non-organellar	non-organellar	plastid
Cquinoa_AUR62030061	dual	dual	plastid	non-organellar	non-organellar
Cquinoa_AUR62030062	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Cquinoa_AUR62030067	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cquinoa_AUR62030068	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030066	dual	dual	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030071	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030070	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030072	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030076	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030069	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030073	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030075	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030074	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030078	dual	non-organellar	mitochondrial	plastid	non-organellar
Cquinoa_AUR62030077	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030079	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Cquinoa_AUR62030081	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030082	plastid	plastid	plastid	plastid	non-organellar
Cquinoa_AUR62030080	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030083	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030088	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030087	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030086	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030085	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030084	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030090	dual	mitochondrial	plastid	non-organellar	non-organellar
Cquinoa_AUR62030089	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030091	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cquinoa_AUR62030092	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030093	dual	mitochondrial	plastid	non-organellar	non-organellar
Cquinoa_AUR62030094	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cquinoa_AUR62030095	plastid	non-organellar	plastid	non-organellar	non-organellar
Cquinoa_AUR62030097	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030096	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030099	dual	mitochondrial	plastid	non-organellar	non-organellar
Cquinoa_AUR62030098	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cquinoa_AUR62030101	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
