#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
evm.model.Ga01G2236	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2237	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2238	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2239	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2241	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2242	plastid	non-organellar	non-organellar	plastid	non-organellar
evm.model.Ga01G2243	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2244	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2245	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2246	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2247	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2248	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2249	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2250	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2251	plastid	non-organellar	plastid	plastid	non-organellar
evm.model.Ga01G2252	mitochondrial	mitochondrial	non-organellar	non-organellar	mitochondrial
evm.model.Ga01G2253	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2254	dual	dual	plastid	plastid	non-organellar
evm.model.Ga01G2255	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2256	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2257	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2258	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2259	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2260	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2261	dual	dual	plastid	plastid	plastid
evm.model.Ga01G2262	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
evm.model.Ga01G2263	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2264	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2265	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2266	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2267	plastid	plastid	plastid	plastid	non-organellar
evm.model.Ga01G2268	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2269	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2270	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2271	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2272	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2273	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2274	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2275	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2276	plastid	plastid	plastid	non-organellar	non-organellar
evm.model.Ga01G2277	plastid	non-organellar	non-organellar	plastid	non-organellar
evm.model.Ga01G2278	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2279	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2281	dual	mitochondrial	plastid	plastid	mitochondrial
evm.model.Ga01G2282	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2283	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2284	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2285	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2286	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2287	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2288	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2289	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2290	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2291	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2292	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2293	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2294	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2295	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2296	mitochondrial	mitochondrial	non-organellar	non-organellar	mitochondrial
evm.model.Ga01G2297	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2298	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2299	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
evm.model.Ga01G2300	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2301	mitochondrial	non-organellar	non-organellar	mitochondrial	mitochondrial
evm.model.Ga01G2302	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2303	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2304	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2305	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2306	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2307	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2308	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2309	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2310	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2311	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2312	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2313	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2314	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2315	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2316	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2317	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2318	plastid	non-organellar	non-organellar	plastid	plastid
evm.model.Ga01G2319	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2320	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2321	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2322	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
evm.model.Ga01G2323	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2324	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2325	plastid	plastid	plastid	plastid	non-organellar
evm.model.Ga01G2326	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2327	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2328	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2329	plastid	plastid	plastid	plastid	non-organellar
evm.model.Ga01G2330	dual	mitochondrial	plastid	non-organellar	mitochondrial
evm.model.Ga01G2331	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2332	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2333	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2334	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2335	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2336	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2337	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2338	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2339	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2341	plastid	plastid	plastid	non-organellar	non-organellar
evm.model.Ga01G2342	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2343	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2344	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2345	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2346	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2347	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2348	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2349	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2350	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2351	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2352	dual	dual	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga01G2353	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2354	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2355	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2356	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
evm.model.Ga01G2357	plastid	plastid	plastid	non-organellar	non-organellar
evm.model.Ga01G2358	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2359	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2360	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2361	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2362	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2363	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2364	plastid	plastid	plastid	plastid	non-organellar
evm.model.Ga01G2365	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2366	dual	dual	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2367	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2368	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2369	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2370	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2371	dual	mitochondrial	plastid	non-organellar	mitochondrial
evm.model.Ga01G2372	dual	non-organellar	mitochondrial	non-organellar	plastid
evm.model.Ga01G2373	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2374	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga01G2375	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2376	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2377	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2378	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2379	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2380	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2381	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2382	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2383	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2384	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2385	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2386	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2387	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2388	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2389	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2390	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2391	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2392	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2393	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2394	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2395	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2396	dual	mitochondrial	non-organellar	plastid	non-organellar
evm.model.Ga01G2397	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2398	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2399	dual	dual	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga01G2400	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2401	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga01G2402	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2403	non-organellar	non-organellar	non-organellar	non-organellar	N/A
evm.model.Ga01G2404	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2405	dual	plastid	mitochondrial	plastid	plastid
evm.model.Ga01G2406	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2407	dual	dual	mitochondrial	non-organellar	mitochondrial
evm.model.Ga01G2408	dual	non-organellar	plastid	mitochondrial	non-organellar
evm.model.Ga01G2409	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G1256	plastid	plastid	plastid	non-organellar	non-organellar
evm.model.Ga01G1257	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G1258	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G1259	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2410	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2411	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2412	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2413	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2414	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
evm.model.Ga01G2415	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2416	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2417	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2418	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2419	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2420	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2421	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2422	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2423	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2424	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2425	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2426	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2427	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2428	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2429	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2430	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2431	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2432	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2433	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2434	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2435	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2436	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2437	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2438	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2439	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga01G2440	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2441	dual	dual	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2442	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2443	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2444	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2445	dual	dual	mitochondrial	plastid	mitochondrial
evm.model.Ga01G2446	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2447	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2448	plastid	non-organellar	non-organellar	plastid	non-organellar
evm.model.Ga01G2449	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2450	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2451	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2452	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2453	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2454	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2455	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2456	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2457	plastid	plastid	plastid	plastid	plastid
evm.model.Ga01G2458	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2459	plastid	plastid	non-organellar	plastid	non-organellar
evm.model.Ga01G2460	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2461	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga01G2462	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2463	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2464	plastid	non-organellar	non-organellar	plastid	non-organellar
evm.model.Ga01G2465	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2466	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2467	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2468	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2469	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2470	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2471	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2472	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2473	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2474	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2475	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2476	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2477	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2478	dual	dual	plastid	plastid	plastid
evm.model.Ga01G2479	dual	dual	mitochondrial	plastid	non-organellar
evm.model.Ga01G2480	plastid	plastid	plastid	non-organellar	non-organellar
evm.model.Ga01G2481	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2482	plastid	plastid	plastid	plastid	plastid
evm.model.Ga01G2483	dual	dual	mitochondrial	mitochondrial	non-organellar
evm.model.Ga01G2484	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2485	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2486	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2487	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2488	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2489	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2490	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2491	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2492	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2493	dual	dual	mitochondrial	dual	plastid
evm.model.Ga01G2494	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2495	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2496	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2497	plastid	plastid	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2498	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2499	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2500	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2501	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
evm.model.Ga01G2502	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2503	plastid	plastid	plastid	non-organellar	non-organellar
evm.model.Ga01G2504	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2505	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2506	dual	plastid	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2507	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2508	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2509	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2510	dual	dual	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2511	dual	plastid	non-organellar	mitochondrial	non-organellar
evm.model.Ga01G2512	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2513	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2514	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2515	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2516	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2517	plastid	non-organellar	non-organellar	plastid	non-organellar
evm.model.Ga01G2518	dual	non-organellar	plastid	mitochondrial	plastid
evm.model.Ga01G2519	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2520	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2521	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
evm.model.Ga01G2522	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2523	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga01G2524	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2525	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2526	plastid	plastid	plastid	plastid	plastid
evm.model.Ga01G2527	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2528	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2529	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
evm.model.Ga01G2530	dual	mitochondrial	plastid	non-organellar	non-organellar
evm.model.Ga01G2531	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2532	dual	dual	mitochondrial	mitochondrial	non-organellar
evm.model.Ga01G2533	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2534	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2535	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2536	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2537	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2538	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2539	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2540	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2541	dual	plastid	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2542	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2543	plastid	non-organellar	plastid	plastid	non-organellar
evm.model.Ga01G2544	plastid	non-organellar	plastid	non-organellar	non-organellar
evm.model.Ga01G2545	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2546	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2547	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2548	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2549	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2550	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2551	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2552	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
evm.model.Ga01G2553	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2554	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2555	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2556	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2557	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2558	plastid	plastid	plastid	plastid	non-organellar
evm.model.Ga01G2559	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2560	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
evm.model.Ga01G2561	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
evm.model.Ga01G2562	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
