#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Kirkii_Version3_Juiced.00g008990	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009000	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009010	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009020	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009030	plastid	non-organellar	non-organellar	plastid	non-organellar
Kirkii_Version3_Juiced.00g009040	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009050	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009060	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009070	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009080	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009090	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009100	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009110	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009120	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009130	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009140	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009150	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009160	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g009170	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009180	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g009190	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009200	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009210	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009220	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009230	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009250	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009260	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009270	dual	dual	mitochondrial	mitochondrial	mitochondrial
Kirkii_Version3_Juiced.00g009280	dual	dual	mitochondrial	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g009290	dual	plastid	mitochondrial	plastid	non-organellar
Kirkii_Version3_Juiced.00g009300	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009310	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009320	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009330	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009350	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009360	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009370	dual	plastid	mitochondrial	plastid	plastid
Kirkii_Version3_Juiced.00g009380	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009390	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009400	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009410	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009420	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009430	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009440	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009450	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009460	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009470	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009480	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009490	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009500	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009510	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009520	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009530	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009540	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009550	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009560	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009570	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009580	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009590	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009600	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009610	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009620	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009630	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009640	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009650	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009660	plastid	plastid	plastid	plastid	plastid
Kirkii_Version3_Juiced.00g009670	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009680	dual	dual	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009690	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009700	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009710	plastid	plastid	plastid	plastid	plastid
Kirkii_Version3_Juiced.00g009720	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009730	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g009740	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009750	dual	mitochondrial	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009760	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009770	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009780	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009790	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g009800	mitochondrial	mitochondrial	non-organellar	mitochondrial	mitochondrial
Kirkii_Version3_Juiced.00g009810	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009820	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009830	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009840	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009850	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g009860	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009870	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009880	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009890	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009900	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009910	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009920	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009930	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009940	dual	plastid	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009950	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009960	dual	dual	plastid	plastid	non-organellar
Kirkii_Version3_Juiced.00g009970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009980	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g009990	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010000	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010010	plastid	plastid	non-organellar	plastid	non-organellar
Kirkii_Version3_Juiced.00g010020	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g010030	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010040	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010050	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010060	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010070	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010080	dual	dual	mitochondrial	dual	non-organellar
Kirkii_Version3_Juiced.00g010090	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010100	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010110	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010120	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010130	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010140	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010150	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010160	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010170	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010180	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010190	mitochondrial	mitochondrial	non-organellar	non-organellar	mitochondrial
Kirkii_Version3_Juiced.00g010200	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010220	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010230	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010250	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010260	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010270	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010280	plastid	plastid	non-organellar	plastid	non-organellar
Kirkii_Version3_Juiced.00g010290	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010300	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010310	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010320	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010330	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010360	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010370	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010380	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010390	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010400	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010410	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010420	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010430	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010440	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010450	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010460	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010470	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010480	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010490	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010500	plastid	non-organellar	non-organellar	plastid	non-organellar
Kirkii_Version3_Juiced.00g010510	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010520	plastid	non-organellar	non-organellar	plastid	non-organellar
Kirkii_Version3_Juiced.00g010530	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010540	plastid	plastid	plastid	plastid	plastid
Kirkii_Version3_Juiced.00g010550	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010560	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010590	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010600	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010610	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010620	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010630	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010640	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010650	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010670	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g010680	dual	dual	mitochondrial	mitochondrial	mitochondrial
Kirkii_Version3_Juiced.00g010690	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010710	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010740	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010750	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010760	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010770	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010780	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010790	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010800	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010810	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010820	dual	dual	mitochondrial	dual	dual
Kirkii_Version3_Juiced.00g010830	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010840	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010850	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010860	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010870	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010880	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010890	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010900	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010910	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010920	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010930	dual	dual	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010940	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010950	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010960	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g010980	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Kirkii_Version3_Juiced.00g010990	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011000	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011010	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011020	dual	mitochondrial	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011030	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011040	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011050	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011060	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011090	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011100	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011110	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011120	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011130	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011140	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011150	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011160	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011170	dual	non-organellar	mitochondrial	plastid	non-organellar
Kirkii_Version3_Juiced.00g011180	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011190	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011210	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011220	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011230	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011250	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011260	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011270	dual	plastid	mitochondrial	plastid	non-organellar
Kirkii_Version3_Juiced.00g011280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011290	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011300	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011310	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011320	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011330	dual	mitochondrial	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011350	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011360	dual	dual	plastid	plastid	non-organellar
Kirkii_Version3_Juiced.00g011370	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011380	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011390	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011400	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011410	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011420	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011430	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011440	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011460	plastid	plastid	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011470	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011480	dual	dual	plastid	plastid	dual
Kirkii_Version3_Juiced.00g011490	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g011500	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011510	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011520	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011530	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011540	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011550	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011560	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011570	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011580	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011590	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011600	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011610	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Kirkii_Version3_Juiced.00g011630	plastid	plastid	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011640	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Kirkii_Version3_Juiced.00g011660	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011670	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011680	dual	dual	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011690	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011700	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011710	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011720	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011730	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011740	dual	dual	plastid	plastid	non-organellar
Kirkii_Version3_Juiced.00g011750	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011760	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011770	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011780	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011790	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011800	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011810	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011820	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011830	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011840	dual	dual	plastid	plastid	non-organellar
Kirkii_Version3_Juiced.00g011850	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011860	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011870	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011880	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011890	mitochondrial	non-organellar	non-organellar	non-organellar	mitochondrial
Kirkii_Version3_Juiced.00g011900	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011910	dual	dual	mitochondrial	dual	non-organellar
Kirkii_Version3_Juiced.00g011920	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011930	dual	dual	plastid	plastid	plastid
Kirkii_Version3_Juiced.00g011940	dual	plastid	mitochondrial	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011950	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011960	plastid	non-organellar	plastid	non-organellar	non-organellar
Kirkii_Version3_Juiced.00g011970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
