#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Cara_C_LOC113699953_rna49004	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699952_rna50839	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708129_rna62884	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113707837_rna63972	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113707834_rna63251	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707835_rna63728	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707832_rna62237	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707833_rna62436	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738746_rna28838	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707831_rna62666	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113706417_rna60363	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113706416_rna59561	dual	mitochondrial	plastid	non-organellar	non-organellar
Cara_C_LOC113708123_rna62870	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706414_rna59952	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708125_rna62877	plastid	non-organellar	plastid	plastid	non-organellar
Cara_C_LOC113708124_rna62876	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707838_rna62285	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708126_rna62879	dual	mitochondrial	plastid	non-organellar	non-organellar
Cara_C_LOC113690709_rna40003	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113690708_rna39305	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113723877_rna9802	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690702_rna37216	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690701_rna37214	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706678_rna59907	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690707_rna38466	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113690706_rna38467	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691129_rna39398	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113716105_rna73237	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113734437_rna23256	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113715169_rna72058	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693600_rna41120	dual	dual	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713493_rna71934	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113707721_rna64008	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725229_rna8572	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725228_rna8570	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692561_rna41831	plastid	plastid	plastid	non-organellar	non-organellar
Cara_C_LOC113740362_rna30704	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113740361_rna30707	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113740360_rna30700	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692565_rna40988	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113740366_rna1256	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725221_rna8557	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692566_rna41350	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113693179_rna43349	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Cara_C_LOC113734079_rna22457	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113699489_rna50569	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113699488_rna50566	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113718461_rna914	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693170_rna43317	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699481_rna50459	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699480_rna50458	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699487_rna50565	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113734075_rna23119	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113734076_rna22445	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693176_rna43346	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724286_rna12434	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724287_rna12436	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724284_rna12432	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724285_rna12433	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724282_rna12431	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706671_rna61058	plastid	plastid	non-organellar	plastid	non-organellar
Cara_C_LOC113724280_rna12407	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724281_rna12410	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690162_rna38397	plastid	plastid	non-organellar	plastid	plastid
Cara_C_LOC113734163_rna22605	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724288_rna12444	mitochondrial	non-organellar	non-organellar	non-organellar	mitochondrial
Cara_C_LOC113724289_rna12446	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738566_rna30670	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113738567_rna30728	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113738564_rna28614	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738565_rna29801	dual	dual	mitochondrial	dual	dual
Cara_C_LOC113692995_rna42379	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693608_rna41240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738560_rna28942	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699666_rna51573	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738568_rna30494	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113738569_rna28446	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113716430_rna72333	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113716431_rna73997	dual	dual	mitochondrial	plastid	dual
Cara_C_LOC113690514_rna39689	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113734294_rna22912	dual	dual	plastid	plastid	plastid
Cara_C_LOC113723872_rna9772	dual	dual	mitochondrial	dual	non-organellar
Cara_C_LOC113706951_rna581	dual	plastid	non-organellar	dual	non-organellar
Cara_C_LOC113734290_rna22905	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113734291_rna22907	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113714532_rna70067	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689490_rna38864	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113716434_rna74356	dual	dual	plastid	non-organellar	plastid
Cara_C_LOC113734298_rna22917	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113716061_rna73115	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_C_LOC113716435_rna72361	dual	dual	mitochondrial	mitochondrial	non-organellar
Cara_C_LOC113698538_rna49222	mitochondrial	mitochondrial	non-organellar	mitochondrial	mitochondrial
Cara_C_LOC113693026_rna42618	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713868_rna70376	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113716436_rna73429	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113698530_rna50139	dual	dual	mitochondrial	dual	mitochondrial
Cara_C_LOC113741585_rna1512	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113713866_rna70371	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713867_rna70372	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113714380_rna71739	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113714381_rna71734	dual	dual	plastid	plastid	plastid
Cara_C_LOC113713862_rna70328	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113714383_rna69651	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707173_rna60321	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708168_rna63045	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689497_rna38540	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113739227_rna989	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113728213_rna14582	plastid	plastid	plastid	non-organellar	non-organellar
Cara_C_LOC113740985_rna1379	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707394_rna60627	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691027_rna39577	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_C_LOC113706504_rna60637	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689499_rna38543	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113707170_rna60961	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724404_rna1235	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113741097_rna1393	dual	dual	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113699228_rna52281	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699227_rna52039	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699226_rna49527	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699225_rna49524	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699224_rna52301	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113699223_rna49913	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699222_rna50575	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699220_rna49334	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cara_C_LOC113707160_rna61683	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707161_rna61708	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691038_rna39321	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707163_rna61704	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707164_rna61958	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691023_rna39303	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113707166_rna61592	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113711713_rna713	plastid	non-organellar	non-organellar	non-organellar	plastid
Cara_C_LOC113707168_rna60609	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691033_rna38987	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691030_rna37522	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691022_rna39353	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691036_rna37242	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691037_rna39569	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691034_rna39790	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113691035_rna39791	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705993_rna60521	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705992_rna60520	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113705991_rna60519	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113739339_rna30691	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113698282_rna48933	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113713686_rna69970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705995_rna60533	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705994_rna60529	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735213_rna25125	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708437_rna63861	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705999_rna60543	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735210_rna25114	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113735217_rna25136	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735216_rna25132	plastid	non-organellar	plastid	plastid	plastid
Cara_C_LOC113735215_rna25127	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113698289_rna50493	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715835_rna72374	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713403_rna70600	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715837_rna72381	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713401_rna70216	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715831_rna72364	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113715830_rna72359	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713404_rna70246	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113697885_rna51888	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713408_rna71497	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713409_rna69741	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113715839_rna72397	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715838_rna72385	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690165_rna39772	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113697884_rna51298	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113694282_rna44387	mitochondrial	mitochondrial	non-organellar	mitochondrial	mitochondrial
Cara_C_LOC113739216_rna30342	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113739215_rna30340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707228_rna60978	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113739741_rna28893	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113739740_rna28892	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113694284_rna44541	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113694285_rna40785	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113734922_rna23081	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113707222_rna61732	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113694288_rna42880	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113694289_rna41236	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113734926_rna24354	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707226_rna61352	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113734924_rna24350	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113734925_rna24351	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113720848_rna8019	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706888_rna61207	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708834_rna62212	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708438_rna63862	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691979_rna42080	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735227_rna25158	plastid	non-organellar	non-organellar	non-organellar	plastid
Cara_C_LOC113693022_rna42567	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691978_rna42077	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735888_rna24623	mitochondrial	non-organellar	non-organellar	non-organellar	mitochondrial
Cara_C_LOC113705733_rna59857	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113730595_rna2307	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113735889_rna24626	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713361_rna70777	dual	mitochondrial	plastid	plastid	plastid
Cara_C_LOC113692307_rna40977	plastid	plastid	plastid	non-organellar	non-organellar
Cara_C_LOC113689670_rna40174	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113700221_rna52276	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689673_rna40044	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735223_rna25148	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113714212_rna71675	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113736290_rna350	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735220_rna25137	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113732892_rna2711	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693318_rna43931	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693809_rna41340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113709089_rna62745	dual	dual	mitochondrial	plastid	non-organellar
Cara_C_LOC113739660_rna28517	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735221_rna3128	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113698502_rna49682	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113714210_rna71672	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705736_rna59861	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735882_rna24615	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113714211_rna71673	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735883_rna3240	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cara_C_LOC113714216_rna71698	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689676_rna38998	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735880_rna24613	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113713937_rna70727	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717095_rna72684	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717094_rna72244	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Cara_C_LOC113717097_rna72246	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113717096_rna72245	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Cara_C_LOC113717091_rna72240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717090_rna73191	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717093_rna72243	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693882_rna40242	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113735886_rna24618	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717099_rna72248	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717098_rna72247	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113727168_rna12284	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735887_rna24620	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708053_rna62216	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113689219_rna37751	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689218_rna37750	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735228_rna3133	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689213_rna37747	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113689212_rna37746	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689211_rna37745	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cara_C_LOC113689210_rna37744	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113689216_rna37749	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689215_rna37748	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693966_rna40333	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715769_rna74204	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715768_rna72973	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113698078_rna51556	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715765_rna73401	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113740564_rna1284	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113715766_rna74124	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715761_rna72648	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717394_rna74491	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113715763_rna73598	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693314_rna43898	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113688928_rna38734	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717395_rna74492	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113688922_rna37992	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735158_rna3122	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705286_rna60509	dual	non-organellar	mitochondrial	dual	non-organellar
Cara_C_LOC113688924_rna38634	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693963_rna43752	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113693773_rna40279	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113706175_rna61336	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706176_rna61351	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706177_rna61362	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693777_rna41791	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706171_rna61319	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706172_rna61327	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706173_rna61328	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690287_rna38974	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690284_rna39594	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113690285_rna141	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706178_rna61366	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724424_rna1338	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113690280_rna37303	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113735406_rna22995	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113742271_rna1822	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113716150_rna73392	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692828_rna42867	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113716156_rna73396	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113716154_rna838	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693780_rna41254	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113739851_rna29280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692826_rna42873	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113716158_rna73404	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692820_rna44250	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735404_rna22989	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692822_rna42180	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692823_rna40386	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690004_rna39967	dual	dual	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113740699_rna19	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113735405_rna22993	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113739853_rna29309	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
