#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Cara_E_LOC113742914_rna31672	dual	dual	non-organellar	plastid	non-organellar
Cara_E_LOC113742915_rna31673	dual	dual	mitochondrial	mitochondrial	non-organellar
Cara_E_LOC113742912_rna31719	dual	plastid	mitochondrial	plastid	non-organellar
Cara_E_LOC113742913_rna33799	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_E_LOC113742911_rna32609	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_E_LOC113703595_rna58045	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113703594_rna56810	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113703597_rna58585	dual	mitochondrial	plastid	non-organellar	non-organellar
Cara_E_LOC113703596_rna55763	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113703591_rna56480	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113703590_rna58056	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113703593_rna58633	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113703592_rna57222	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113710281_rna64204	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113710280_rna64964	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113710282_rna65565	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113703599_rna58121	dual	dual	mitochondrial	mitochondrial	mitochondrial
Cara_E_LOC113710284_rna65180	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_E_LOC113710286_rna65981	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113703043_rna58943	plastid	plastid	plastid	plastid	plastid
Cara_E_LOC113703042_rna55863	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113703040_rna58219	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_E_LOC113703047_rna4890	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113703045_rna58050	dual	dual	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113703044_rna55937	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_E_LOC113703049_rna57670	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113703048_rna58815	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702318_rna53311	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702314_rna55489	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702315_rna53379	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702316_rna53376	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702317_rna53378	dual	dual	plastid	plastid	non-organellar
Cara_E_LOC113702310_rna53536	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702311_rna53541	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702312_rna53170	plastid	plastid	plastid	non-organellar	non-organellar
Cara_E_LOC113711620_rna69210	plastid	non-organellar	plastid	plastid	plastid
Cara_E_LOC113711621_rna69240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688458_rna34571	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688459_rna35533	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113711624_rna67629	dual	non-organellar	mitochondrial	plastid	non-organellar
Cara_E_LOC113711625_rna69000	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113711626_rna67635	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688452_rna34333	plastid	plastid	non-organellar	plastid	non-organellar
Cara_E_LOC113688453_rna36118	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688450_rna36787	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688451_rna36788	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688456_rna36242	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688457_rna35388	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cara_E_LOC113688455_rna34819	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113714565_rna6940	dual	dual	mitochondrial	plastid	non-organellar
Cara_E_LOC113732388_rna19554	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700815_rna55351	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700814_rna55340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700817_rna55356	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700816_rna55355	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113700811_rna55323	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700810_rna4256	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113700813_rna55336	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700812_rna53321	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700819_rna55366	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113700818_rna4262	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729740_rna16270	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729742_rna17852	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_E_LOC113729743_rna20348	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729744_rna19049	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729745_rna19045	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729746_rna15195	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729747_rna18810	dual	dual	non-organellar	mitochondrial	non-organellar
Cara_E_LOC113729748_rna17093	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729749_rna16178	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_E_LOC113715382_rna7084	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113717712_rna76177	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113717713_rna7482	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113717710_rna77033	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113717716_rna77271	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113717717_rna76254	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113717714_rna77315	plastid	plastid	plastid	plastid	plastid
Cara_E_LOC113717715_rna77270	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113717718_rna77481	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695740_rna45631	dual	mitochondrial	plastid	non-organellar	plastid
Cara_E_LOC113695741_rna45632	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695742_rna45647	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113695743_rna45688	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695744_rna6227	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113695745_rna45841	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695746_rna45853	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695747_rna45845	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695748_rna6229	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695749_rna45844	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113697672_rna3461	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113719659_rna77212	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113719658_rna77884	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113719654_rna77121	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113719656_rna77861	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113719651_rna76105	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113719653_rna77590	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_E_LOC113719652_rna76751	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113696108_rna47057	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113696107_rna46535	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113696106_rna46171	plastid	plastid	plastid	plastid	plastid
Cara_E_LOC113696105_rna46172	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113696100_rna46436	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730108_rna15244	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730109_rna15247	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113730100_rna15227	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113730101_rna15226	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113698851_rna3726	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730103_rna15232	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730104_rna15235	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113730105_rna15236	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730106_rna15240	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113730107_rna15241	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113732387_rna19549	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113698271_rna3583	plastid	plastid	plastid	non-organellar	non-organellar
Cara_E_LOC113741272_rna32653	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_E_LOC113728690_rna17986	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113728693_rna18027	dual	dual	plastid	plastid	non-organellar
Cara_E_LOC113736629_rna27150	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113736628_rna25797	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cara_E_LOC113741276_rna32177	dual	plastid	mitochondrial	dual	non-organellar
Cara_E_LOC113736621_rna27130	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113736620_rna27128	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113736625_rna27201	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113728694_rna18033	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113737574_rna27391	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113737575_rna27393	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113737576_rna27394	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113737577_rna27395	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113728697_rna18059	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113737573_rna27386	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113737578_rna27396	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_E_LOC113737579_rna27397	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113687486_rna35308	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113687487_rna35312	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113687480_rna35276	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Cara_E_LOC113687481_rna35281	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113687483_rna35286	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113687488_rna35313	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113687489_rna35315	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113736191_rna25980	plastid	plastid	plastid	non-organellar	non-organellar
Cara_E_LOC113736190_rna25981	plastid	plastid	plastid	plastid	plastid
Cara_E_LOC113736193_rna25986	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113736192_rna25984	plastid	plastid	plastid	plastid	plastid
Cara_E_LOC113736195_rna25994	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113736194_rna25613	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113692904_rna4544	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_E_LOC113736199_rna26006	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113736198_rna26571	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113711075_rna67235	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113711077_rna68830	dual	dual	mitochondrial	plastid	non-organellar
Cara_E_LOC113702502_rna53025	plastid	plastid	plastid	plastid	non-organellar
Cara_E_LOC113711295_rna67977	dual	dual	mitochondrial	non-organellar	mitochondrial
Cara_E_LOC113711073_rna67876	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113711294_rna67976	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113702506_rna53319	dual	dual	mitochondrial	plastid	non-organellar
Cara_E_LOC113696022_rna47723	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113696023_rna6610	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113705527_rna5401	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113730928_rna16785	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730929_rna16788	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730927_rna16783	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730924_rna16781	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_E_LOC113711292_rna67966	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730922_rna16774	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cara_E_LOC113730923_rna16775	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730920_rna16768	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113730921_rna16770	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113701232_rna53986	dual	dual	mitochondrial	plastid	plastid
Cara_E_LOC113701233_rna53847	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113701230_rna53389	dual	dual	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113701231_rna53562	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113701236_rna52935	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113701237_rna54473	dual	dual	plastid	plastid	non-organellar
Cara_E_LOC113701234_rna53727	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113701238_rna54049	dual	dual	mitochondrial	plastid	plastid
Cara_E_LOC113742563_rna33858	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113742560_rna33007	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113733471_rna16241	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113733473_rna16288	dual	dual	mitochondrial	plastid	non-organellar
Cara_E_LOC113733472_rna16434	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113733474_rna16349	dual	dual	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113733477_rna16436	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113733478_rna16763	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_E_LOC113741180_rna32864	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Cara_E_LOC113703943_rna57103	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113741182_rna33899	dual	dual	plastid	plastid	non-organellar
Cara_E_LOC113703941_rna58530	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113741185_rna30968	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113741186_rna32890	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113741187_rna32889	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113718245_rna75665	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113718244_rna75663	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113718247_rna7575	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113718246_rna75666	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113718241_rna75654	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113718240_rna75642	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113718243_rna75656	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113718242_rna75655	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113736612_rna25406	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113718249_rna75669	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113718248_rna75667	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113707966_rna5835	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113731693_rna18204	plastid	plastid	plastid	plastid	plastid
Cara_E_LOC113701970_rna53751	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113701972_rna53111	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113731696_rna18220	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113731695_rna18211	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113731694_rna18209	plastid	plastid	non-organellar	plastid	non-organellar
Cara_E_LOC113709041_rna6027	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113731698_rna18221	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113743458_rna35829	dual	dual	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113743459_rna35021	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113743452_rna36953	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113743454_rna35483	dual	plastid	mitochondrial	plastid	non-organellar
Cara_E_LOC113743455_rna37056	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Cara_E_LOC113743456_rna35502	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113743457_rna35363	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113688122_rna36570	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688123_rna35779	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688121_rna36569	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113688126_rna34512	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688127_rna35730	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113688124_rna3584	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113688128_rna36927	dual	dual	mitochondrial	plastid	non-organellar
Cara_E_LOC113688129_rna36929	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113741346_rna33813	plastid	plastid	plastid	plastid	plastid
Cara_E_LOC113729267_rna20362	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113741344_rna31669	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_E_LOC113741341_rna33200	dual	dual	mitochondrial	mitochondrial	non-organellar
Cara_E_LOC113700620_rna54563	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113741349_rna32956	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729264_rna20356	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702259_rna53010	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702258_rna53012	dual	dual	mitochondrial	mitochondrial	mitochondrial
Cara_E_LOC113702255_rna53013	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702254_rna53390	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702257_rna53011	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702256_rna54198	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_E_LOC113702250_rna54950	dual	dual	plastid	plastid	plastid
Cara_E_LOC113702253_rna53391	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700627_rna54576	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700625_rna54573	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113742496_rna32182	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_E_LOC113742494_rna32155	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113742493_rna32113	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113742492_rna32109	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113742491_rna32106	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113742490_rna32090	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_E_LOC113742499_rna32042	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113697478_rna46249	dual	mitochondrial	plastid	non-organellar	non-organellar
Cara_E_LOC113697479_rna46251	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113697470_rna46632	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113702926_rna57609	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702925_rna57490	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702924_rna57275	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113697474_rna46878	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113697475_rna46880	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113697476_rna45481	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113702920_rna56051	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113693509_rna4712	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729836_rna14736	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729837_rna14738	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729834_rna14731	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729835_rna14729	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729832_rna14728	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729830_rna14713	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729831_rna14723	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729838_rna14741	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729839_rna14745	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113732469_rna19752	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113732468_rna19750	dual	dual	mitochondrial	dual	plastid
Cara_E_LOC113732461_rna19726	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113732460_rna19725	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113732463_rna19731	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113732462_rna19728	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113732465_rna19744	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Cara_E_LOC113732467_rna19748	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113700272_rna4079	dual	dual	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113695836_rna46097	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113695837_rna46099	plastid	plastid	plastid	plastid	plastid
Cara_E_LOC113695834_rna46658	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113695835_rna46100	dual	dual	mitochondrial	dual	mitochondrial
Cara_E_LOC113695832_rna44799	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695830_rna45745	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113695831_rna44801	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695838_rna6339	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_E_LOC113729160_rna20122	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729161_rna20125	dual	mitochondrial	plastid	non-organellar	non-organellar
Cara_E_LOC113729162_rna20126	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729164_rna20127	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729165_rna20128	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_E_LOC113729166_rna20129	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_E_LOC113729167_rna20136	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729168_rna20137	dual	dual	non-organellar	non-organellar	non-organellar
Cara_E_LOC113729169_rna20138	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113717174_rna7395	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695161_rna46881	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_E_LOC113695162_rna46882	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
