Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Ceug_LOC113769412_rna16889																																																							
Ceug_LOC113769413_rna1008																																																							
Ceug_LOC113769414_rna16898																																																							
Ceug_LOC113769415_rna16903																																																							
Ceug_LOC113769416_rna16910																																																							
Ceug_LOC113769417_rna1748																																																							
Ceug_LOC113769419_rna16923																																																							
Ceug_LOC113777398_rna25609																																																							
Ceug_LOC113777391_rna25034																																																							
Ceug_LOC113777392_rna24984																																																							
Ceug_LOC113777393_rna1801																																																							
Ceug_LOC113777395_rna25990																																																							
Ceug_LOC113777396_rna25993																																																							
Ceug_LOC113777397_rna25991																																																							
Ceug_LOC113762037_rna1929																																																							
Ceug_LOC113762036_rna7871																																																							
Ceug_LOC113762035_rna4382																																																							
Ceug_LOC113762034_rna10594																																																							
Ceug_LOC113762033_rna7901																																																							
Ceug_LOC113762032_rna6247																																																							
Ceug_LOC113762031_rna5682																																																							
Ceug_LOC113762030_rna6641																																																							
Ceug_LOC113762039_rna8101																																																							
Ceug_LOC113762038_rna6244																																																							
Ceug_LOC113774283_rna24218																																																							
Ceug_LOC113774282_rna24214																																																							
Ceug_LOC113774281_rna24213																																																							
Ceug_LOC113774287_rna24226																																																							
Ceug_LOC113774286_rna1435																																																							
Ceug_LOC113774285_rna24224																																																							
Ceug_LOC113774284_rna24219																																																							
Ceug_LOC113774289_rna24228																																																							
Ceug_LOC113774288_rna24227																																																							
Ceug_LOC113777539_rna26518																																																							
Ceug_LOC113777535_rna24824																																																							
Ceug_LOC113777531_rna26549																																																							
Ceug_LOC113777532_rna2652																																																							
Ceug_LOC113774139_rna23885																																																							
Ceug_LOC113774138_rna3171																																																							
Ceug_LOC113774130_rna23874																																																							
Ceug_LOC113774132_rna23881																																																							
Ceug_LOC113774135_rna23884																																																							
Ceug_LOC113774134_rna23883																																																							
Ceug_LOC113774137_rna21975																																																							
Ceug_LOC113774136_rna21974																																																							
Ceug_LOC113770629_rna18815																																																							
Ceug_LOC113770628_rna18885																																																							
Ceug_LOC113770622_rna18056																																																							
Ceug_LOC113770625_rna18990																																																							
Ceug_LOC113770624_rna17690																																																							
Ceug_LOC113770627_rna17558																																																							
Ceug_LOC113770626_rna17104																																																							
Ceug_LOC113779280_rna29144																																																							
Ceug_LOC113779281_rna27756																																																							
Ceug_LOC113779282_rna29202																																																							
Ceug_LOC113779283_rna29212																																																							
Ceug_LOC113779284_rna29214																																																							
Ceug_LOC113779285_rna29217																																																							
Ceug_LOC113761076_rna7059																																																							
Ceug_LOC113779289_rna1714																																																							
Ceug_LOC113757127_rna42438																																																							
Ceug_LOC113757121_rna42433																																																							
Ceug_LOC113761070_rna1169																																																							
Ceug_LOC113768777_rna16413																																																							
Ceug_LOC113759679_rna8906																																																							
Ceug_LOC113759678_rna8905																																																							
Ceug_LOC113759673_rna8888																																																							
Ceug_LOC113759672_rna8887																																																							
Ceug_LOC113759671_rna1758																																																							
Ceug_LOC113759670_rna8886																																																							
Ceug_LOC113759677_rna8895																																																							
Ceug_LOC113759675_rna8890																																																							
Ceug_LOC113779758_rna29666																																																							
Ceug_LOC113779759_rna1910																																																							
Ceug_LOC113779756_rna30701																																																							
Ceug_LOC113779754_rna29371																																																							
Ceug_LOC113779753_rna30633																																																							
Ceug_LOC113779750_rna27913																																																							
Ceug_LOC113775668_rna23037																																																							
Ceug_LOC113775669_rna2742																																																							
Ceug_LOC113775662_rna24414																																																							
Ceug_LOC113775663_rna796																																																							
Ceug_LOC113775661_rna24209																																																							
Ceug_LOC113775666_rna21923																																																							
Ceug_LOC113775667_rna24586																																																							
Ceug_LOC113775664_rna23871																																																							
Ceug_LOC113775665_rna22226																																																							
Ceug_LOC113760309_rna10437																																																							
Ceug_LOC113760308_rna10430																																																							
Ceug_LOC113760307_rna7004																																																							
Ceug_LOC113760306_rna10428																																																							
Ceug_LOC113751402_rna36038																																																							
Ceug_LOC113751403_rna37930																																																							
Ceug_LOC113751405_rna2306																																																							
Ceug_LOC113760301_rna10424																																																							
Ceug_LOC113760300_rna10423																																																							
Ceug_LOC113772579_rna19968																																																							
Ceug_LOC113772573_rna17526																																																							
Ceug_LOC113772572_rna17738																																																							
Ceug_LOC113772570_rna18060																																																							
Ceug_LOC113772575_rna17513																																																							
Ceug_LOC113772574_rna17522																																																							
Ceug_LOC113749029_rna33206																																																							
Ceug_LOC113749028_rna33229																																																							
Ceug_LOC113749023_rna33623																																																							
Ceug_LOC113749022_rna35069																																																							
Ceug_LOC113749021_rna2879																																																							
Ceug_LOC113749020_rna35339																																																							
Ceug_LOC113749027_rna34215																																																							
Ceug_LOC113749026_rna35826																																																							
Ceug_LOC113749025_rna33155																																																							
Ceug_LOC113749024_rna35275																																																							
Ceug_LOC113748774_rna35569																																																							
Ceug_LOC113748775_rna33445																																																							
Ceug_LOC113748776_rna33447																																																							
Ceug_LOC113748770_rna33479																																																							
Ceug_LOC113748771_rna33883																																																							
Ceug_LOC113748772_rna33884																																																							
Ceug_LOC113748773_rna34238																																																							
Ceug_LOC113758205_rna43429																																																							
Ceug_LOC113758204_rna43430																																																							
Ceug_LOC113758207_rna43433																																																							
Ceug_LOC113758201_rna43426																																																							
Ceug_LOC113758200_rna43425																																																							
Ceug_LOC113758203_rna43428																																																							
Ceug_LOC113758202_rna43427																																																							
Ceug_LOC113749791_rna2444																																																							
Ceug_LOC113749790_rna34905																																																							
Ceug_LOC113749793_rna35092																																																							
Ceug_LOC113749792_rna34191																																																							
Ceug_LOC113749795_rna35172																																																							
Ceug_LOC113749794_rna35354																																																							
Ceug_LOC113749797_rna35697																																																							
Ceug_LOC113749796_rna33902																																																							
Ceug_LOC113749799_rna33440																																																							
Ceug_LOC113749798_rna33263																																																							
Ceug_LOC113772399_rna19676																																																							
Ceug_LOC113772398_rna19160																																																							
Ceug_LOC113772397_rna19333																																																							
Ceug_LOC113772396_rna19865																																																							
Ceug_LOC113772395_rna18841																																																							
Ceug_LOC113772394_rna18363																																																							
Ceug_LOC113772393_rna18362																																																							
Ceug_LOC113772392_rna19748																																																							
Ceug_LOC113772391_rna17653																																																							
Ceug_LOC113777508_rna25852																																																							
Ceug_LOC113782899_rna33124																																																							
Ceug_LOC113782897_rna32053																																																							
Ceug_LOC113782896_rna31281																																																							
Ceug_LOC113782895_rna31280																																																							
Ceug_LOC113782894_rna1539																																																							
Ceug_LOC113782893_rna30911																																																							
Ceug_LOC113782892_rna32707																																																							
Ceug_LOC113782891_rna32709																																																							
Ceug_LOC113782890_rna32705																																																							
Ceug_LOC113773624_rna22571																																																							
Ceug_LOC113773626_rna21402																																																							
Ceug_LOC113773627_rna2450																																																							
Ceug_LOC113773620_rna22567																																																							
Ceug_LOC113773621_rna22568																																																							
Ceug_LOC113773622_rna22569																																																							
Ceug_LOC113773623_rna22570																																																							
Ceug_LOC113773629_rna22574																																																							
Ceug_LOC113755893_rna41334																																																							
Ceug_LOC113755891_rna41333																																																							
Ceug_LOC113755890_rna41335																																																							
Ceug_LOC113755897_rna5435																																																							
Ceug_LOC113755895_rna41337																																																							
Ceug_LOC113755894_rna41336																																																							
Ceug_LOC113755899_rna41341																																																							
Ceug_LOC113755898_rna41340																																																							
Ceug_LOC113757943_rna43192																																																							
Ceug_LOC113757942_rna43191																																																							
Ceug_LOC113757941_rna43190																																																							
Ceug_LOC113757947_rna43195																																																							
Ceug_LOC113757946_rna43196																																																							
Ceug_LOC113757945_rna43194																																																							
Ceug_LOC113757944_rna43193																																																							
Ceug_LOC113752320_rna37255																																																							
Ceug_LOC113752321_rna37256																																																							
Ceug_LOC113757948_rna43198																																																							
Ceug_LOC113752324_rna37258																																																							
Ceug_LOC113752325_rna37259																																																							
Ceug_LOC113752326_rna37260																																																							
Ceug_LOC113752327_rna37261																																																							
Ceug_LOC113766442_rna13296																																																							
Ceug_LOC113765214_rna11200																																																							
Ceug_LOC113765215_rna13023																																																							
Ceug_LOC113765212_rna12841																																																							
Ceug_LOC113765213_rna13270																																																							
Ceug_LOC113765210_rna11556																																																							
Ceug_LOC113765211_rna12254																																																							
Ceug_LOC113765218_rna12283																																																							
Ceug_LOC113765219_rna12078																																																							
Ceug_LOC113752818_rna39600																																																							
Ceug_LOC113752819_rna39601																																																							
Ceug_LOC113766448_rna13302																																																							
Ceug_LOC113752812_rna39533																																																							
Ceug_LOC113752813_rna39534																																																							
Ceug_LOC113752810_rna39527																																																							
Ceug_LOC113752811_rna39528																																																							
Ceug_LOC113752816_rna39572																																																							
Ceug_LOC113752814_rna39543																																																							
Ceug_LOC113752815_rna39556																																																							
Ceug_LOC113781225_rna30668																																																							
Ceug_LOC113781224_rna30664																																																							
Ceug_LOC113781227_rna29365																																																							
Ceug_LOC113750413_rna34661																																																							
Ceug_LOC113750414_rna34664																																																							
Ceug_LOC113781220_rna29536																																																							
Ceug_LOC113781223_rna30667																																																							
Ceug_LOC113781222_rna30665																																																							
Ceug_LOC113750418_rna34669																																																							
Ceug_LOC113750419_rna3979																																																							
Ceug_LOC113781229_rna28021																																																							
Ceug_LOC113781228_rna29843																																																							
Ceug_LOC113764167_rna8035																																																							
Ceug_LOC113764166_rna8353																																																							
Ceug_LOC113764165_rna9702																																																							
Ceug_LOC113764162_rna3751																																																							
Ceug_LOC113764161_rna4209																																																							
Ceug_LOC113764160_rna10016																																																							
Ceug_LOC113764169_rna7231																																																							
Ceug_LOC113761087_rna7737																																																							
Ceug_LOC113757177_rna42498																																																							
Ceug_LOC113761084_rna4897																																																							
Ceug_LOC113757172_rna42492																																																							
Ceug_LOC113757173_rna42493																																																							
Ceug_LOC113757170_rna42490																																																							
Ceug_LOC113761080_rna6571																																																							
Ceug_LOC113763308_rna4930																																																							
Ceug_LOC113763309_rna5968																																																							
Ceug_LOC113763306_rna7165																																																							
Ceug_LOC113763307_rna8026																																																							
Ceug_LOC113763304_rna6197																																																							
Ceug_LOC113763302_rna2434																																																							
Ceug_LOC113763300_rna5956																																																							
Ceug_LOC113763301_rna10930																																																							
Ceug_LOC113757178_rna42497																																																							
Ceug_LOC113757179_rna42499																																																							
Ceug_LOC113748987_rna33913																																																							
Ceug_LOC113748986_rna34189																																																							
Ceug_LOC113748985_rna35980																																																							
Ceug_LOC113748984_rna2064																																																							
Ceug_LOC113748982_rna33982																																																							
Ceug_LOC113748981_rna33223																																																							
Ceug_LOC113748980_rna34255																																																							
Ceug_LOC113748989_rna33985																																																							
Ceug_LOC113748988_rna33916																																																							
Ceug_LOC113749503_rna35682																																																							
Ceug_LOC113767539_rna14875																																																							
Ceug_LOC113767538_rna14876																																																							
Ceug_LOC113767535_rna16241																																																							
Ceug_LOC113767534_rna15600																																																							
Ceug_LOC113767537_rna15402																																																							
Ceug_LOC113767536_rna15608																																																							
Ceug_LOC113767531_rna14757																																																							
Ceug_LOC113767530_rna14758																																																							
Ceug_LOC113767533_rna751																																																							
Ceug_LOC113767532_rna15166																																																							
Ceug_LOC113755135_rna40642																																																							
Ceug_LOC113755136_rna40643																																																							
Ceug_LOC113755137_rna6934																																																							
Ceug_LOC113755138_rna40644																																																							
Ceug_LOC113768219_rna846																																																							
Ceug_LOC113768218_rna14703																																																							
Ceug_LOC113768211_rna14275																																																							
Ceug_LOC113768210_rna14684																																																							
Ceug_LOC113768212_rna16137																																																							
Ceug_LOC113768215_rna16017																																																							
Ceug_LOC113768214_rna15749																																																							
Ceug_LOC113768217_rna14884																																																							
Ceug_LOC113768216_rna16092																																																							
Ceug_LOC113764945_rna11831																																																							
Ceug_LOC113764944_rna11285																																																							
Ceug_LOC113764946_rna11290																																																							
Ceug_LOC113764940_rna11273																																																							
Ceug_LOC113764943_rna11283																																																							
Ceug_LOC113764942_rna11282																																																							
Ceug_LOC113770421_rna19393																																																							
Ceug_LOC113770420_rna19391																																																							
Ceug_LOC113770427_rna20079																																																							
Ceug_LOC113764948_rna11297																																																							
Ceug_LOC113770424_rna19153																																																							
Ceug_LOC113761278_rna2889																																																							
Ceug_LOC113761279_rna6949																																																							
Ceug_LOC113770392_rna18680																																																							
Ceug_LOC113770395_rna19267																																																							
Ceug_LOC113770394_rna19266																																																							
Ceug_LOC113770397_rna20223																																																							
Ceug_LOC113770396_rna19901																																																							
Ceug_LOC113770399_rna20222																																																							
Ceug_LOC113761271_rna2888																																																							
Ceug_LOC113761272_rna5098																																																							
Ceug_LOC113761273_rna5891																																																							
Ceug_LOC113761274_rna7026																																																							
Ceug_LOC113761275_rna8740																																																							
Ceug_LOC113761276_rna7380																																																							
Ceug_LOC113761277_rna4148																																																							
Ceug_LOC113761899_rna5469																																																							
Ceug_LOC113761894_rna5031																																																							
Ceug_LOC113761895_rna4075																																																							
Ceug_LOC113761896_rna7100																																																							
Ceug_LOC113761897_rna6902																																																							
Ceug_LOC113761891_rna1647																																																							
Ceug_LOC113761892_rna6383																																																							
Ceug_LOC113761893_rna4448																																																							
Ceug_LOC113749317_rna34005																																																							
Ceug_LOC113769048_rna15933																																																							
Ceug_LOC113783076_rna31196																																																							
Ceug_LOC113783077_rna32499																																																							
Ceug_LOC113783074_rna745																																																							
Ceug_LOC113783075_rna32331																																																							
Ceug_LOC113783072_rna32185																																																							
Ceug_LOC113783073_rna31010																																																							
Ceug_LOC113783070_rna31998																																																							
Ceug_LOC113749319_rna34266																																																							
Ceug_LOC113783079_rna31134																																																							
Ceug_LOC113775271_rna21238																																																							
Ceug_LOC113775273_rna22210																																																							
Ceug_LOC113775272_rna24041																																																							
Ceug_LOC113775275_rna20996																																																							
Ceug_LOC113775274_rna21906																																																							
Ceug_LOC113775277_rna21031																																																							
Ceug_LOC113775276_rna21416																																																							
Ceug_LOC113775279_rna21485																																																							
Ceug_LOC113775278_rna22738																																																							
Ceug_LOC113774898_rna22277																																																							
Ceug_LOC113774899_rna21357																																																							
Ceug_LOC113774896_rna193																																																							
Ceug_LOC113774897_rna3934																																																							
Ceug_LOC113774894_rna24555																																																							
Ceug_LOC113774895_rna22276																																																							
Ceug_LOC113774892_rna22138																																																							
Ceug_LOC113774890_rna22366																																																							
Ceug_LOC113774891_rna22232																																																							
Ceug_LOC113783105_rna31074																																																							
Ceug_LOC113769099_rna16099																																																							
Ceug_LOC113775855_rna24572																																																							
Ceug_LOC113772806_rna20583																																																							
Ceug_LOC113775857_rna24634																																																							
Ceug_LOC113772804_rna24138																																																							
Ceug_LOC113775851_rna23098																																																							
Ceug_LOC113772802_rna23524																																																							
Ceug_LOC113772801_rna24553																																																							
Ceug_LOC113775852_rna20727																																																							
Ceug_LOC113775859_rna21033																																																							
Ceug_LOC113775858_rna22951																																																							
Ceug_LOC113772809_rna1791																																																							
Ceug_LOC113772808_rna20584																																																							
Ceug_LOC113782307_rna32215																																																							
Ceug_LOC113782305_rna32214																																																							
Ceug_LOC113782304_rna1184																																																							
Ceug_LOC113782303_rna32212																																																							
Ceug_LOC113782301_rna32206																																																							
Ceug_LOC113782300_rna32204																																																							
Ceug_LOC113782309_rna32218																																																							
Ceug_LOC113782308_rna32216																																																							
Ceug_LOC113779495_rna27771																																																							
Ceug_LOC113779497_rna27773																																																							
Ceug_LOC113779496_rna27772																																																							
Ceug_LOC113773868_rna23359																																																							
Ceug_LOC113773869_rna23361																																																							
Ceug_LOC113773866_rna23353																																																							
Ceug_LOC113773867_rna23354																																																							
Ceug_LOC113773864_rna23352																																																							
Ceug_LOC113773862_rna23350																																																							
Ceug_LOC113773863_rna23351																																																							
Ceug_LOC113773860_rna23346																																																							
Ceug_LOC113773861_rna23347																																																							
Ceug_LOC113760350_rna10777																																																							
Ceug_LOC113751430_rna36046																																																							
Ceug_LOC113762201_rna9793																																																							
Ceug_LOC113753303_rna36988																																																							
Ceug_LOC113751432_rna36138																																																							
Ceug_LOC113753304_rna39238																																																							
Ceug_LOC113756151_rna5657																																																							
Ceug_LOC113753306_rna39020																																																							
Ceug_LOC113762208_rna10208																																																							
Ceug_LOC113756159_rna41579																																																							
Ceug_LOC113756158_rna41578																																																							
Ceug_LOC113757680_rna42952																																																							
Ceug_LOC113781026_rna29279																																																							
Ceug_LOC113750650_rna35240																																																							
Ceug_LOC113750651_rna35244																																																							
Ceug_LOC113757684_rna42955																																																							
Ceug_LOC113750657_rna442																																																							
Ceug_LOC113750654_rna35249																																																							
Ceug_LOC113781020_rna28148																																																							
Ceug_LOC113758465_rna6620																																																							
Ceug_LOC113757689_rna42959																																																							
Ceug_LOC113750658_rna35252																																																							
Ceug_LOC113750659_rna35253																																																							
Ceug_LOC113781029_rna27474																																																							
Ceug_LOC113781028_rna28108																																																							
Ceug_LOC113751439_rna36051																																																							
Ceug_LOC113760359_rna10852																																																							
Ceug_LOC113774079_rna23788																																																							
Ceug_LOC113767479_rna15171																																																							
Ceug_LOC113774074_rna23782																																																							
Ceug_LOC113774075_rna23786																																																							
Ceug_LOC113774076_rna2976																																																							
Ceug_LOC113774077_rna23787																																																							
Ceug_LOC113774070_rna23775																																																							
Ceug_LOC113774071_rna2966																																																							
Ceug_LOC113774072_rna23776																																																							
Ceug_LOC113774073_rna23781																																																							
Ceug_LOC113770988_rna17223																																																							
Ceug_LOC113770989_rna17224																																																							
Ceug_LOC113770984_rna17217																																																							
Ceug_LOC113770985_rna17220																																																							
Ceug_LOC113770986_rna17221																																																							
Ceug_LOC113770987_rna17222																																																							
Ceug_LOC113770980_rna17214																																																							
Ceug_LOC113770981_rna1283																																																							
Ceug_LOC113770982_rna17215																																																							
Ceug_LOC113770983_rna17216																																																							
Ceug_LOC113758799_rna43975																																																							
Ceug_LOC113758798_rna43974																																																							
Ceug_LOC113758792_rna43965																																																							
Ceug_LOC113758791_rna43973																																																							
Ceug_LOC113758790_rna43971																																																							
Ceug_LOC113758796_rna43968																																																							
Ceug_LOC113758795_rna6814																																																							
Ceug_LOC113758794_rna43966																																																							
Ceug_LOC113762543_rna6963																																																							
Ceug_LOC113762542_rna4228																																																							
Ceug_LOC113762541_rna7016																																																							
Ceug_LOC113762547_rna6807																																																							
Ceug_LOC113767477_rna16921																																																							
Ceug_LOC113756637_rna42005																																																							
Ceug_LOC113756634_rna42002																																																							
Ceug_LOC113771169_rna17621																																																							
Ceug_LOC113771165_rna17614																																																							
Ceug_LOC113771167_rna17618																																																							
Ceug_LOC113771166_rna17617																																																							
Ceug_LOC113771161_rna17601																																																							
Ceug_LOC113771160_rna17600																																																							
Ceug_LOC113771163_rna17612																																																							
Ceug_LOC113771162_rna17607																																																							
Ceug_LOC113757359_rna6237																																																							
Ceug_LOC113757350_rna42648																																																							
Ceug_LOC113757351_rna42649																																																							
Ceug_LOC113751218_rna39411																																																							
Ceug_LOC113780049_rna28043																																																							
Ceug_LOC113780046_rna28040																																																							
Ceug_LOC113780044_rna28038																																																							
Ceug_LOC113780045_rna28039																																																							
Ceug_LOC113780042_rna28036																																																							
Ceug_LOC113751214_rna36303																																																							
Ceug_LOC113780041_rna862																																																							
Ceug_LOC113771299_rna1378																																																							
Ceug_LOC113771298_rna17864																																																							
Ceug_LOC113771292_rna17858																																																							
Ceug_LOC113771291_rna17857																																																							
Ceug_LOC113771290_rna17856																																																							
Ceug_LOC113771297_rna17863																																																							
Ceug_LOC113771296_rna17861																																																							
Ceug_LOC113771295_rna17860																																																							
Ceug_LOC113771294_rna17859																																																							
Ceug_LOC113749614_rna35435																																																							
Ceug_LOC113749615_rna34030																																																							
Ceug_LOC113749616_rna33209																																																							
Ceug_LOC113749617_rna34136																																																							
Ceug_LOC113749610_rna33156																																																							
Ceug_LOC113749611_rna34138																																																							
Ceug_LOC113749612_rna35347																																																							
Ceug_LOC113749613_rna33949																																																							
Ceug_LOC113749618_rna34551																																																							
Ceug_LOC113749619_rna33707																																																							
Ceug_LOC113771839_rna19034																																																							
Ceug_LOC113771838_rna19033																																																							
Ceug_LOC113771837_rna19026																																																							
Ceug_LOC113771836_rna19024																																																							
Ceug_LOC113771835_rna19022																																																							
Ceug_LOC113771833_rna19012																																																							
Ceug_LOC113771832_rna19010																																																							
Ceug_LOC113771831_rna19009																																																							
Ceug_LOC113771830_rna18994																																																							
Ceug_LOC113783539_rna30956																																																							
Ceug_LOC113783537_rna2686																																																							
Ceug_LOC113783535_rna31466																																																							
Ceug_LOC113783534_rna31729																																																							
Ceug_LOC113783530_rna31879																																																							
Ceug_LOC113756975_rna42301																																																							
Ceug_LOC113756974_rna42303																																																							
Ceug_LOC113756977_rna6112																																																							
Ceug_LOC113756976_rna42304																																																							
Ceug_LOC113756971_rna42299																																																							
Ceug_LOC113756973_rna42302																																																							
Ceug_LOC113756972_rna42300																																																							
Ceug_LOC113756979_rna42308																																																							
Ceug_LOC113756978_rna42306																																																							
Ceug_LOC113755448_rna40937																																																							
Ceug_LOC113755449_rna40936																																																							
Ceug_LOC113774159_rna23935																																																							
Ceug_LOC113755440_rna40928																																																							
Ceug_LOC113755441_rna40929																																																							
Ceug_LOC113755442_rna40930																																																							
Ceug_LOC113755443_rna5033																																																							
Ceug_LOC113755444_rna40931																																																							
Ceug_LOC113755445_rna40932																																																							
Ceug_LOC113755446_rna40933																																																							
Ceug_LOC113755447_rna40934																																																							
Ceug_LOC113774155_rna23921																																																							
Ceug_LOC113774154_rna23920																																																							
Ceug_LOC113753846_rna35995																																																							
Ceug_LOC113753847_rna39894																																																							
Ceug_LOC113753844_rna38772																																																							
Ceug_LOC113753843_rna38773																																																							
Ceug_LOC113753840_rna38903																																																							
Ceug_LOC113753841_rna37890																																																							
Ceug_LOC113753848_rna37289																																																							
Ceug_LOC113753849_rna37393																																																							
Ceug_LOC113773475_rna2343																																																							
Ceug_LOC113773474_rna21610																																																							
Ceug_LOC113773477_rna21647																																																							
Ceug_LOC113773476_rna21636																																																							
Ceug_LOC113773471_rna21596																																																							
Ceug_LOC113773470_rna21595																																																							
Ceug_LOC113773473_rna21600																																																							
Ceug_LOC113773472_rna21599																																																							
Ceug_LOC113773479_rna203																																																							
Ceug_LOC113773478_rna21656																																																							
Ceug_LOC113778227_rna26866																																																							
Ceug_LOC113778221_rna24993																																																							
Ceug_LOC113778223_rna25810																																																							
Ceug_LOC113778222_rna25809																																																							
Ceug_LOC113778229_rna1897																																																							
Ceug_LOC113778228_rna26562																																																							
Ceug_LOC113779190_rna29859																																																							
Ceug_LOC113779191_rna28472																																																							
Ceug_LOC113779192_rna1848																																																							
Ceug_LOC113766977_rna13670																																																							
Ceug_LOC113766974_rna12406																																																							
Ceug_LOC113766975_rna647																																																							
Ceug_LOC113766973_rna12405																																																							
Ceug_LOC113766970_rna12657																																																							
Ceug_LOC113766978_rna13669																																																							
Ceug_LOC113766979_rna12604																																																							
Ceug_LOC113770641_rna18042																																																							
Ceug_LOC113779197_rna30650																																																							
Ceug_LOC113773006_rna20909																																																							
Ceug_LOC113766089_rna12546																																																							
Ceug_LOC113776076_rna22191																																																							
Ceug_LOC113776077_rna24613																																																							
Ceug_LOC113765407_rna11445																																																							
Ceug_LOC113765406_rna11558																																																							
Ceug_LOC113765405_rna11656																																																							
Ceug_LOC113765404_rna11546																																																							
Ceug_LOC113765403_rna12755																																																							
